"","Artista","Nombre_Obra","Precio","Año","Galeria","Imagen","Medio"
"20311","Enrico Embroli","Zen Series #17","1,000-5,000 US$","2013","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077928_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"2046","Enrico Embroli","Zen Series #21","1,000-5,000 US$","2014","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077925_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"2071","Mou Huan","Light","1,000-5,000 US$","2004","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1057566_resize_mou-huan.asp?width=130&maxheight=130","pintura"
"20811","Margarita Dittborn","Pequeñas fermosuras de la pachamama mía II","1,000-3,000 US$","2010","Allegro Galería","http://images.artnet.com/artwork_images_425804793_578314_resize_margarita-dittborn.asp?width=130&maxheight=130","pintura"
"20912","Heidi Thompson","Earth Blue","1,000-5,000 US$","2006","Gallery Sam","http://images.artnet.com/artwork_images_423916982_319987_resize_heidi-thompson.asp?width=130&maxheight=130","pintura"
"21017","Heidi Thompson","Compassion","1,000-5,000 US$","2006","Gallery Sam","http://images.artnet.com/artwork_images_423916982_319991_resize_heidi-thompson.asp?width=130&maxheight=130","pintura"
"21213","Enrico Embroli","Zen Series #12","1,000-5,000 US$","2013","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077944_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"21312","Enrico Embroli","Zen Series #7","1,000-5,000 US$","2015","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077921_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"2146","Enrico Embroli","Zen Series #19","1,000-5,000 US$","2015","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077927_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"21511","Enrico Embroli","Zen Series #17","1,000-5,000 US$","2013","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077928_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"2166","Enrico Embroli","Zen Series #21","1,000-5,000 US$","2014","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077925_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"21912","Mou Huan","Light","1,000-5,000 US$","2004","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1057566_resize_mou-huan.asp?width=130&maxheight=130","pintura"
"22012","Margarita Dittborn","Pequeñas fermosuras de la pachamama mía II","1,000-3,000 US$","2010","Allegro Galería","http://images.artnet.com/artwork_images_425804793_578314_resize_margarita-dittborn.asp?width=130&maxheight=130","pintura"
"22113","Heidi Thompson","Earth Blue","1,000-5,000 US$","2006","Gallery Sam","http://images.artnet.com/artwork_images_423916982_319987_resize_heidi-thompson.asp?width=130&maxheight=130","pintura"
"22214","Heidi Thompson","Compassion","1,000-5,000 US$","2006","Gallery Sam","http://images.artnet.com/artwork_images_423916982_319991_resize_heidi-thompson.asp?width=130&maxheight=130","pintura"
"22412","Enrico Embroli","Zen Series #12","1,000-5,000 US$","2013","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077944_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"22512","Enrico Embroli","Zen Series #7","1,000-5,000 US$","2015","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077921_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"2266","Enrico Embroli","Zen Series #19","1,000-5,000 US$","2015","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077927_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"22711","Enrico Embroli","Zen Series #17","1,000-5,000 US$","2013","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077928_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"2286","Enrico Embroli","Zen Series #21","1,000-5,000 US$","2014","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077925_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"23115","Mou Huan","Light","1,000-5,000 US$","2004","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1057566_resize_mou-huan.asp?width=130&maxheight=130","pintura"
"23212","Margarita Dittborn","Pequeñas fermosuras de la pachamama mía II","1,000-3,000 US$","2010","Allegro Galería","http://images.artnet.com/artwork_images_425804793_578314_resize_margarita-dittborn.asp?width=130&maxheight=130","pintura"
"23312","Heidi Thompson","Earth Blue","1,000-5,000 US$","2006","Gallery Sam","http://images.artnet.com/artwork_images_423916982_319987_resize_heidi-thompson.asp?width=130&maxheight=130","pintura"
"23414","Heidi Thompson","Compassion","1,000-5,000 US$","2006","Gallery Sam","http://images.artnet.com/artwork_images_423916982_319991_resize_heidi-thompson.asp?width=130&maxheight=130","pintura"
"23612","Enrico Embroli","Zen Series #12","1,000-5,000 US$","2013","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077944_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"23712","Enrico Embroli","Zen Series #7","1,000-5,000 US$","2015","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077921_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"2386","Enrico Embroli","Zen Series #19","1,000-5,000 US$","2015","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077927_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"23911","Enrico Embroli","Zen Series #17","1,000-5,000 US$","2013","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077928_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"2406","Enrico Embroli","Zen Series #21","1,000-5,000 US$","2014","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077925_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"24311","Mou Huan","Light","1,000-5,000 US$","2004","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1057566_resize_mou-huan.asp?width=130&maxheight=130","pintura"
"24411","Margarita Dittborn","Pequeñas fermosuras de la pachamama mía II","1,000-3,000 US$","2010","Allegro Galería","http://images.artnet.com/artwork_images_425804793_578314_resize_margarita-dittborn.asp?width=130&maxheight=130","pintura"
"24512","Heidi Thompson","Earth Blue","1,000-5,000 US$","2006","Gallery Sam","http://images.artnet.com/artwork_images_423916982_319987_resize_heidi-thompson.asp?width=130&maxheight=130","pintura"
"24613","Heidi Thompson","Compassion","1,000-5,000 US$","2006","Gallery Sam","http://images.artnet.com/artwork_images_423916982_319991_resize_heidi-thompson.asp?width=130&maxheight=130","pintura"
"24812","Enrico Embroli","Zen Series #12","1,000-5,000 US$","2013","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077944_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"24912","Enrico Embroli","Zen Series #7","1,000-5,000 US$","2015","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077921_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"2506","Enrico Embroli","Zen Series #19","1,000-5,000 US$","2015","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077927_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"25115","Enrico Embroli","Zen Series #17","1,000-5,000 US$","2013","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077928_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"2528","Enrico Embroli","Zen Series #21","1,000-5,000 US$","2014","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077925_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"25512","Mou Huan","Light","1,000-5,000 US$","2004","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1057566_resize_mou-huan.asp?width=130&maxheight=130","pintura"
"25612","Margarita Dittborn","Pequeñas fermosuras de la pachamama mía II","1,000-3,000 US$","2010","Allegro Galería","http://images.artnet.com/artwork_images_425804793_578314_resize_margarita-dittborn.asp?width=130&maxheight=130","pintura"
"25712","Heidi Thompson","Earth Blue","1,000-5,000 US$","2006","Gallery Sam","http://images.artnet.com/artwork_images_423916982_319987_resize_heidi-thompson.asp?width=130&maxheight=130","pintura"
"25814","Heidi Thompson","Compassion","1,000-5,000 US$","2006","Gallery Sam","http://images.artnet.com/artwork_images_423916982_319991_resize_heidi-thompson.asp?width=130&maxheight=130","pintura"
"26012","Enrico Embroli","Zen Series #12","1,000-5,000 US$","2013","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077944_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"26113","Enrico Embroli","Zen Series #7","1,000-5,000 US$","2015","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077921_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"2627","Enrico Embroli","Zen Series #19","1,000-5,000 US$","2015","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077927_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"26311","Enrico Embroli","Zen Series #17","1,000-5,000 US$","2013","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077928_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"2646","Enrico Embroli","Zen Series #21","1,000-5,000 US$","2014","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077925_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"26712","Mou Huan","Light","1,000-5,000 US$","2004","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1057566_resize_mou-huan.asp?width=130&maxheight=130","pintura"
"26811","Margarita Dittborn","Pequeñas fermosuras de la pachamama mía II","1,000-3,000 US$","2010","Allegro Galería","http://images.artnet.com/artwork_images_425804793_578314_resize_margarita-dittborn.asp?width=130&maxheight=130","pintura"
"26912","Heidi Thompson","Earth Blue","1,000-5,000 US$","2006","Gallery Sam","http://images.artnet.com/artwork_images_423916982_319987_resize_heidi-thompson.asp?width=130&maxheight=130","pintura"
"27014","Heidi Thompson","Compassion","1,000-5,000 US$","2006","Gallery Sam","http://images.artnet.com/artwork_images_423916982_319991_resize_heidi-thompson.asp?width=130&maxheight=130","pintura"
"27212","Enrico Embroli","Zen Series #12","1,000-5,000 US$","2013","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077944_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"27312","Enrico Embroli","Zen Series #7","1,000-5,000 US$","2015","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077921_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"2746","Enrico Embroli","Zen Series #19","1,000-5,000 US$","2015","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077927_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"2751","Enrico Embroli","Zen Series #17","1,000-5,000 US$","2013","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077928_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"2766","Enrico Embroli","Zen Series #21","1,000-5,000 US$","2014","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077925_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"27911","Mou Huan","Light","1,000-5,000 US$","2004","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1057566_resize_mou-huan.asp?width=130&maxheight=130","pintura"
"28012","Margarita Dittborn","Pequeñas fermosuras de la pachamama mía II","1,000-3,000 US$","2010","Allegro Galería","http://images.artnet.com/artwork_images_425804793_578314_resize_margarita-dittborn.asp?width=130&maxheight=130","pintura"
"28114","Heidi Thompson","Earth Blue","1,000-5,000 US$","2006","Gallery Sam","http://images.artnet.com/artwork_images_423916982_319987_resize_heidi-thompson.asp?width=130&maxheight=130","pintura"
"28213","Heidi Thompson","Compassion","1,000-5,000 US$","2006","Gallery Sam","http://images.artnet.com/artwork_images_423916982_319991_resize_heidi-thompson.asp?width=130&maxheight=130","pintura"
"28412","Enrico Embroli","Zen Series #12","1,000-5,000 US$","2013","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077944_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"28512","Enrico Embroli","Zen Series #7","1,000-5,000 US$","2015","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077921_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"2866","Enrico Embroli","Zen Series #19","1,000-5,000 US$","2015","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077927_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"2871","Enrico Embroli","Zen Series #17","1,000-5,000 US$","2013","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077928_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"2886","Enrico Embroli","Zen Series #21","1,000-5,000 US$","2014","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077925_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"29113","Mou Huan","Light","1,000-5,000 US$","2004","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1057566_resize_mou-huan.asp?width=130&maxheight=130","pintura"
"29211","Margarita Dittborn","Pequeñas fermosuras de la pachamama mía II","1,000-3,000 US$","2010","Allegro Galería","http://images.artnet.com/artwork_images_425804793_578314_resize_margarita-dittborn.asp?width=130&maxheight=130","pintura"
"29312","Heidi Thompson","Earth Blue","1,000-5,000 US$","2006","Gallery Sam","http://images.artnet.com/artwork_images_423916982_319987_resize_heidi-thompson.asp?width=130&maxheight=130","pintura"
"29413","Heidi Thompson","Compassion","1,000-5,000 US$","2006","Gallery Sam","http://images.artnet.com/artwork_images_423916982_319991_resize_heidi-thompson.asp?width=130&maxheight=130","pintura"
"29612","Enrico Embroli","Zen Series #12","1,000-5,000 US$","2013","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077944_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"29712","Enrico Embroli","Zen Series #7","1,000-5,000 US$","2015","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077921_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"2986","Enrico Embroli","Zen Series #19","1,000-5,000 US$","2015","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077927_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"2991","Enrico Embroli","Zen Series #17","1,000-5,000 US$","2013","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077928_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"3006","Enrico Embroli","Zen Series #21","1,000-5,000 US$","2014","E-Moderne Gallerie","http://images.artnet.com/artwork_images_425935977_1077925_resize_enrico-embroli.asp?width=130&maxheight=130","pintura"
"21001","Lois Mailou Jones","Panorama of Grasse, France","45,000 US$","1952","ACA Galleries, est. 1932","http://images.artnet.com/artwork_images_14_1086718_resize_lois-mailou-jones.asp?width=130&maxheight=130","pintura"
"6122","Edward Bannister","River Twilight","45,000 US$","1886","ACA Galleries, est. 1932","http://images.artnet.com/artwork_images_14_1086454_resize_edward-bannister.asp?width=130&maxheight=130","pintura"
"8132","Charles Pachter","The Shadow Knows","45,000 US$","2013","Oeno Gallery","http://images.artnet.com/artwork_images_425936731_1055379_resize_charles-pachter.asp?width=130&maxheight=130","pintura"
"12116","Haddon Hubbard Sundblom","Clown and the Girl","44,500 US$","1928","The Illustrated Gallery","http://images.artnet.com/artwork_images_425936119_1129902_resize_haddon-hubbard-sundblom.asp?width=130&maxheight=130","pintura"
